DSP_Pedon_ID,DSP_Plot_ID,pedon_x,pedon_y,Label_full,Label,PLFA_ID_Surface,LU,till,trt,explanation,State,Site,Pedon_Num,Project,Soil_Sampled_Name,Project_full,partsize_class,Gen_surf,Gen_MAP,Gen_MAT,Texture_Class,Target_Soil_Name
JoF1 - 3,JoF1,-123.2974823,44.6358175,Ref - Forest,Ref,OR-003-SW-001C-WV0011-042419,FOREST,Perennial,Forest,"Douglas fir trees 25-30 years old, McDonald Dunn Research Forest at Lewisburg Saddle. ",,OSU1,3,OregonState,,Oregon State - Jory,c,,1425,11,,Jory
JoF2 - 1,JoF2,-123.355451,44.918413,Ref - Forest,Ref,OR-053-SW-002A-WV0016-051319,FOREST,Perennial,Forest,Douglas fir trees were last harvested 25 years ago,,OSU2,1,OregonState,,Oregon State - Jory,sic,SiCL,1397,11,sicl,Jory
JoF2 - 2,JoF2,-123.355551,44.918544,Ref - Forest,Ref,OR-053-SW-002B-WV0021-051319,FOREST,Perennial,Forest,Douglas fir trees were last harvested 25 years ago,,OSU2,2,OregonState,,Oregon State - Jory,sic,,1397,11,,Jory
JoF2 - 3,JoF2,-123.355451,44.918514,Ref - Forest,Ref,OR-053-SW-002C-WV0026-051319,FOREST,Perennial,Forest,Douglas fir trees were last harvested 25 years ago,,OSU2,3,OregonState,,Oregon State - Jory,sic,,1397,11,,Jory
WoNT1 - 1,WoNT1,-123.27097,44.737333,SHM - No-till,SHM,OR-053-SW-003A-WV0031-052019,CROP,No-till,No-till,Perennial rye grass planted in 2014 and not tilled since then. Grower reported irrigating approximately 2x per season. ,,OSU3,1,OregonState,,Oregon State - Woodburn,sil,SiL,1116,12,sil,Woodburn
WoNT1 - 2,WoNT1,-123.27107,44.737333,SHM - No-till,SHM,OR-053-SW-003B-WV0037-052019,CROP,No-till,No-till,Perennial rye grass planted in 2014 and not tilled since then. Grower reported irrigating approximately 2x per season. ,,OSU3,2,OregonState,,Oregon State - Woodburn,sil,,1116,12,,Woodburn
WoNT1 - 3,WoNT1,-123.27077,44.737633,SHM - No-till,SHM,OR-053-SW-003C-WV0043-052019,CROP,No-till,No-till,Perennial rye grass planted in 2014 and not tilled since then. Grower reported irrigating approximately 2x per season. ,,OSU3,3,OregonState,,Oregon State - Woodburn,sil,,1123,12,,Woodburn
JoV1 - 1,JoV1,-123.07116,45.24882,SHM - Vineyard,SHM,OR-071-SW-004A-WV0049-052119,CROP,Conservation,Vineyard,Rootstock was established over 10 years ago. Grasses and forbs are grown in rows in between as a cover crop; light discing occurs periodically but not annually.,,OSU4,1,OregonState,,Oregon State - Jory,sicl,SiL,1224,11,sicl,Jory
JoV1 - 2,JoV1,-123.07126,45.24882,SHM - Vineyard,SHM,OR-071-SW-004B-WV0055-052119,CROP,Conservation,Vineyard,Rootstock was established over 10 years ago. Grasses and forbs are grown in rows in between as a cover crop; light discing occurs periodically but not annually.,,OSU4,2,OregonState,,Oregon State - Jory,sicl,,1224,11,,Jory
JoV1 - 3,JoV1,-123.07096,45.24912,SHM - Vineyard,SHM,OR-071-SW-004C-WV0061-052119,CROP,Conservation,Vineyard,Rootstock was established over 10 years ago. Grasses and forbs are grown in rows in between as a cover crop; light discing occurs periodically but not annually.,,OSU4,3,OregonState,,Oregon State - Jory,sicl,,1224,11,,Jory
WoH1 - 1,WoH1,-122.96961,45.2279,Ref - Hazelnut,Ref,OR-047-SW-005A-WV0067-052219,ORCHARD,Perennial,Hazelnut,"Hazelnut orchard is about 30 years old, no ground cover evident. No tillage occurs now, but heavy equipment is often driven over the surface, especially for harvest.",,OSU5,1,OregonState,,Oregon State - Woodburn,sil,SiL,1085,12,sil,Woodburn
WoH1 - 2,WoH1,-122.96961,45.2278,Ref - Hazelnut,Ref,OR-047-SW-005B-WV0073-052219,ORCHARD,Perennial,Hazelnut,"Hazelnut orchard is about 30 years old, no ground cover evident. No tillage occurs now, but heavy equipment is often driven over the surface, especially for harvest.",,OSU5,2,OregonState,,Oregon State - Woodburn,sil,,1085,12,,Woodburn
WoH1 - 3,WoH1,-122.96981,45.2279,Ref - Hazelnut,Ref,OR-047-SW-005C-WV0079-052219,ORCHARD,Perennial,Hazelnut,"Hazelnut orchard is about 30 years old, no ground cover evident. No tillage occurs now, but heavy equipment is often driven over the surface, especially for harvest.",,OSU5,3,OregonState,,Oregon State - Woodburn,sil,,1085,12,,Woodburn
WoCT1 - 1,WoCT1,-122.964818,45.231102,BAU - Conventional till,BAU,OR-047-SW-006A-WV0085-052219,CROP,Till,Conventional till,"Perennial ryegrass, tilled regularly (~2-3 years) to a depth of ~12 inches (30 cm)",,OSU6,1,OregonState,,Oregon State - Woodburn,sil,SiL,1084,12,sil,Woodburn
WoCT1 - 2,WoCT1,-122.964718,45.231202,BAU - Conventional till,BAU,OR-047-SW-006B-WV0092-052219,CROP,Till,Conventional till,"Perennial ryegrass, tilled regularly (~2-3 years) to a depth of ~12 inches (30 cm)",,OSU6,2,OregonState,,Oregon State - Woodburn,sil,,1084,12,,Woodburn
WoCT1 - 3,WoCT1,-122.964618,45.231402,BAU - Conventional till,BAU,OR-047-SW-006C-WV0099-052219,CROP,Till,Conventional till,"Perennial ryegrass, tilled regularly (~2-3 years) to a depth of ~12 inches (30 cm)",,OSU6,3,OregonState,,Oregon State - Woodburn,sil,,1084,12,,Woodburn
WoNT2 - 1,WoNT2,-123.21367,45.07067,SHM - No-till,SHM,OR-053-SW-007A-WV0106-052819,GRASS,No-till,No-till,"Orchard grass, 18 years with no tillage. ",,OSU7,1,OregonState,,Oregon State - Woodburn,sil,SiCL,1121,12,sil,Woodburn
WoNT2 - 2,WoNT2,-123.21377,45.07057,SHM - No-till,SHM,OR-053-SW-007B-WV0112-052819,GRASS,No-till,No-till,"Orchard grass, 18 years with no tillage. ",,OSU7,2,OregonState,,Oregon State - Woodburn,sil,,1121,12,,Woodburn
WoNT2 - 3,WoNT2,-123.21387,45.07097,SHM - No-till,SHM,OR-053-SW-007C-WV0118-052819,GRASS,No-till,No-till,"Orchard grass, 18 years with no tillage. ",,OSU7,3,OregonState,,Oregon State - Woodburn,sil,,1120,12,,Woodburn
WoH2 - 1,WoH2,-123.213416,45.074334,Ref - Hazelnut,Ref,OR-053-SW-008A-WV0124-052819,ORCHARD,Perennial,Hazelnut,"Mature hazelnut orchard, about 25 years old",,OSU8,1,OregonState,,Oregon State - Woodburn,sil,SiL,1120,12,sil,Woodburn
WoH2 - 2,WoH2,-123.213516,45.074334,Ref - Hazelnut,Ref,OR-053-SW-008B-WV0129-052819,ORCHARD,Perennial,Hazelnut,"Mature hazelnut orchard, about 25 years old",,OSU8,2,OregonState,,Oregon State - Woodburn,sil,,1120,12,,Woodburn
WoH2 - 3,WoH2,-123.213616,45.074334,Ref - Hazelnut,Ref,OR-053-SW-008C-WV0134-052819,ORCHARD,Perennial,Hazelnut,"Mature hazelnut orchard, about 25 years old",,OSU8,3,OregonState,,Oregon State - Woodburn,sil,,1120,12,,Woodburn
JoXT1 - 1,JoXT1,-123.33523,44.4319,BAU - Christmas tree,BAU,OR-003-SW-009A-WV0139-052919,CROP,Till,Christmas tree,"2-year-old Noble Fir trees planted one year ago. Site has been in Christmas trees since 1955. Used to rototill between rotations, but now limit tillage to some light discing. Left fallow for the summer before planting this crop, and some Sudan grass planted for a year before that. ",,OSU9,1,OregonState,,Oregon State - Jory,c,SiL,1112,11,sic,Jory
JoXT1 - 2,JoXT1,-123.33533,44.4318,BAU - Christmas tree,BAU,OR-003-SW-009B-WV0145-052919,CROP,Till,Christmas tree,"2-year-old Noble Fir trees planted one year ago. Site has been in Christmas trees since 1955. Used to rototill between rotations, but now limit tillage to some light discing. Left fallow for the summer before planting this crop, and some Sudan grass planted for a year before that. ",,OSU9,2,OregonState,,Oregon State - Jory,sic,,1112,11,,Jory
JoXT1 - 3,JoXT1,-123.33503,44.4316,BAU - Christmas tree,BAU,OR-003-SW-009C-WV-0151-052919,CROP,Till,Christmas tree,"2-year-old Noble Fir trees planted one year ago. Site has been in Christmas trees since 1955. Used to rototill between rotations, but now limit tillage to some light discing. Left fallow for the summer before planting this crop, and some Sudan grass planted for a year before that. ",,OSU9,3,OregonState,,Oregon State - Jory,sic,,1112,11,,Jory
JoF3 - 1,JoF3,-123.41895,44.74261,Ref - Forest,Ref,OR-053-SW-010A-WV-0157-053119,FOREST,Perennial,Forest,"Weyerhauser 2nd growth timber, 24 years old. Minimally managed",,OSU10,1,OregonState,,Oregon State - Jory,sicl,SiL,1513,11,cl,Jory
JoF3 - 2,JoF3,-123.41905,44.74261,Ref - Forest,Ref,OR-053-SW-010B-WV-0162-053119,FOREST,Perennial,Forest,"Weyerhauser 2nd growth timber, 24 years old. Minimally managed",,OSU10,2,OregonState,,Oregon State - Jory,cl,,1513,11,,Jory
JoF3 - 3,JoF3,-123.41875,44.74261,Ref - Forest,Ref,OR-053-SW-010C-WV-0167-053119,FOREST,Perennial,Forest,"Weyerhauser 2nd growth timber, 24 years old. Minimally managed",,OSU10,3,OregonState,,Oregon State - Jory,sicl,,1513,11,,Jory
JoV2 - 1,JoV2,-123.049801,45.251054,SHM - Vineyard,SHM,OR-071-SW-011A-WV-0172-061119,CROP,Conservation,Vineyard,"18 years with same vines, ~1200/acre, 7’ spacing, all pinot noir. Planted to wheat and cherry beforehand. Disced and rototilled in early 2019 due to excessive voles, to about 2-4” in depth. Sprayed on 6/10 with micronized sulfur and a bacillus-based mold treatment. No irrigation at this site.",,OSU11,1,OregonState,,Oregon State - Jory,sil,SiL,1187,12,sil,Jory
JoV2 - 2,JoV2,-123.049901,45.250954,SHM - Vineyard,SHM,OR-071-SW-011B-WV-0178-061119,CROP,Conservation,Vineyard,"18 years with same vines, ~1200/acre, 7’ spacing, all pinot noir. Planted to wheat and cherry beforehand. Disced and rototilled in early 2019 due to excessive voles, to about 2-4” in depth. Sprayed on 6/10 with micronized sulfur and a bacillus-based mold treatment. No irrigation at this site.",,OSU11,2,OregonState,,Oregon State - Jory,sil,,1187,12,,Jory
JoV2 - 3,JoV2,-123.049601,45.251354,SHM - Vineyard,SHM,OR-071-SW-011C-WV-0184-061119,CROP,Conservation,Vineyard,"18 years with same vines, ~1200/acre, 7’ spacing, all pinot noir. Planted to wheat and cherry beforehand. Disced and rototilled in early 2019 due to excessive voles, to about 2-4” in depth. Sprayed on 6/10 with micronized sulfur and a bacillus-based mold treatment. No irrigation at this site.",,OSU11,3,OregonState,,Oregon State - Jory,sil,,1187,12,,Jory
JoXT2 - 1,JoXT2,-123.13708,45.04997,BAU - Christmas tree,BAU,OR-053-SW-012A-WV-0187-062819,CROP,Till,Christmas tree,"9 years planted in noble fir. Prior to planting, was tilled to 25 cm, limed, and left fallow for 1 year with a sudangrass cover crop.",,OSU12,1,OregonState,,Oregon State - Jory,sicl,SiL,1310,11,sicl,Jory
JoXT2 - 2,JoXT2,-123.13718,45.04987,BAU - Christmas tree,BAU,OR-053-SW-012B-WV-0193-062819,CROP,Till,Christmas tree,"9 years planted in noble fir. Prior to planting, was tilled to 25 cm, limed, and left fallow for 1 year with a sudangrass cover crop.",,OSU12,2,OregonState,,Oregon State - Jory,sicl,,1310,11,,Jory
JoXT2 - 3,JoXT2,-123.13688,45.04997,BAU - Christmas tree,BAU,OR-053-SW-012C-WV-0199-062819,CROP,Till,Christmas tree,"9 years planted in noble fir. Prior to planting, was tilled to 25 cm, limed, and left fallow for 1 year with a sudangrass cover crop.",,OSU12,3,OregonState,,Oregon State - Jory,sic,,1310,11,,Jory
JoXT3 - 1,JoXT3,-122.90909,44.910377,BAU - Christmas tree,BAU,OR-047-SW-013A-WV-0205-070119,CROP,Till,Christmas tree,"Property bought in 2015 by landowner, planted in noble fir in 2016 at the location of the pit. Some grand fir and Douglas-fir observed in other parts of plot.",,OSU13,1,OregonState,,Oregon State - Jory,cl,SiL,1207,12,cl,Jory
JoXT3 - 2,JoXT3,-122.90899,44.910277,BAU - Christmas tree,BAU,OR-047-SW-013B-WV-0210-070119,CROP,Till,Christmas tree,"Property bought in 2015 by landowner, planted in noble fir in 2016 at the location of the pit. Some grand fir and Douglas-fir observed in other parts of plot.",,OSU13,2,OregonState,,Oregon State - Jory,cl,,1207,12,,Jory
JoXT3 - 3,JoXT3,-122.90889,44.910077,BAU - Christmas tree,BAU,OR-047-SW-013C-WV-0215-070119,CROP,Till,Christmas tree,"Property bought in 2015 by landowner, planted in noble fir in 2016 at the location of the pit. Some grand fir and Douglas-fir observed in other parts of plot.",,OSU13,3,OregonState,,Oregon State - Jory,c,,1207,12,,Jory
JoV3 - 1,JoV3,-123.130763,45.037101,SHM - Vineyard,SHM,OR-053-SW-014A-WV-0220-070819,CROP,Conservation,Vineyard,"Pinot noir plot with 1210 vines/acre, planted in 2006. Disced to ~10 cm annually, planted with cover crop to stress vines. Every 8th row planted with wildflowers to attract pollinators.",,OSU14,1,OregonState,,Oregon State - Jory,sicl,L,1209,11,sicl,Jory
JoV3 - 2,JoV3,-123.130863,45.037201,SHM - Vineyard,SHM,OR-053-SW-014B-WV-0225-070819,CROP,Conservation,Vineyard,"Pinot noir plot with 1210 vines/acre, planted in 2006. Disced to ~10 cm annually, planted with cover crop to stress vines. Every 8th row planted with wildflowers to attract pollinators.",,OSU14,2,OregonState,,Oregon State - Jory,sicl,,1209,11,,Jory
JoV3 - 3,JoV3,-123.130563,45.037101,SHM - Vineyard,SHM,OR-053-SW-014C-WV-0230-070819,CROP,Conservation,Vineyard,"Pinot noir plot with 1210 vines/acre, planted in 2006. Disced to ~10 cm annually, planted with cover crop to stress vines. Every 8th row planted with wildflowers to attract pollinators.",,OSU14,3,OregonState,,Oregon State - Jory,sicl,,1209,11,,Jory
WoH3 - 1,WoH3,-122.86279,44.94845,Ref - Hazelnut,Ref,OR-047-SW-015A-WV-0235-070919,ORCHARD,Perennial,Hazelnut,"Hazelnut orchard planted in 1976. The understory was completely depauperate, partially due to periodic spraying for weeds. There were some trees affected by hazelnut blight, and the orchard was treated with lime in 2014",,OSU15,1,OregonState,,Oregon State - Woodburn,sil,SiL,1131,12,sil,Woodburn
WoH3 - 2,WoH3,-122.86289,44.94855,Ref - Hazelnut,Ref,OR-047-SW-015B-WV0240-070919,ORCHARD,Perennial,Hazelnut,"Hazelnut orchard planted in 1976. The understory was completely depauperate, partially due to periodic spraying for weeds. There were some trees affected by hazelnut blight, and the orchard was treated with lime in 2015",,OSU15,2,OregonState,,Oregon State - Woodburn,sil,,1131,12,,Woodburn
WoH3 - 3,WoH3,-122.86259,44.94815,Ref - Hazelnut,Ref,OR-047-SW-015C-WV0245-070919,ORCHARD,Perennial,Hazelnut,"Hazelnut orchard planted in 1976. The understory was completely depauperate, partially due to periodic spraying for weeds. There were some trees affected by hazelnut blight, and the orchard was treated with lime in 2016",,OSU15,3,OregonState,,Oregon State - Woodburn,sil,,1131,12,,Woodburn
WoCT2 - 1,WoCT2,-122.842842,45.014134,BAU - Conventional till,BAU,OR-047-SW-016A-WV0250-071519,CROP,Till,Conventional till,"Perennial ryegrass, planted in 2016. It was planted to onions beforehand. The ryegrass typically stays in for 3 years.  Then the grower row crops the ground for 2-3 years, and the max depth they reach is 18”.",,OSU16,1,OregonState,,Oregon State - Woodburn,sil,SiL,1114,12,sil,Woodburn
WoCT2 - 2,WoCT2,-122.842742,45.014034,BAU - Conventional till,BAU,OR-047-SW-016B-WV0255-071519,CROP,Till,Conventional till,"Perennial ryegrass, planted in 2016. It was planted to onions beforehand. The ryegrass typically stays in for 3 years.  Then the grower row crops the ground for 2-3 years, and the max depth they reach is 18”.",,OSU16,2,OregonState,,Oregon State - Woodburn,sil,,1114,12,,Woodburn
WoCT2 - 3,WoCT2,-122.843042,45.013834,BAU - Conventional till,BAU,OR-047-SW-016C-WV0260-071519,CROP,Till,Conventional till,"Perennial ryegrass, planted in 2016. It was planted to onions beforehand. The ryegrass typically stays in for 3 years.  Then the grower row crops the ground for 2-3 years, and the max depth they reach is 18”.",,OSU16,3,OregonState,,Oregon State - Woodburn,sil,,1114,12,,Woodburn
WoCT3 - 1,WoCT3,-123.06167,45.1251,BAU - Conventional till,BAU,OR-047-SW-017A-WV0265-071519,CROP,Till,Conventional till,Perennial ryegrass field planted in 2016. Tilled to corn and peas beforehand.,,OSU17,1,OregonState,,Oregon State - Woodburn,sil,SiL,1085,12,sil,Woodburn
WoCT3 - 2,WoCT3,-123.06201,45.1251,BAU - Conventional till,BAU,OR-047-SW-017B-WV0270-071519,CROP,Till,Conventional till,Perennial ryegrass field planted in 2016. Tilled to corn and peas beforehand.,,OSU17,2,OregonState,,Oregon State - Woodburn,sil,,1085,12,,Woodburn
WoCT3 - 3,WoCT3,-123.06134,45.1248,BAU - Conventional till,BAU,OR-071-SW-017C-WV0275-071619,CROP,Till,Conventional till,Perennial ryegrass field planted in 2016. Tilled to corn and peas beforehand.,,OSU17,3,OregonState,,Oregon State - Woodburn,sil,,1085,12,,Woodburn
WoNT3 - 1,WoNT3,-122.856544,44.950981,SHM - No-till,SHM,OR-047-SW-018A-WV0280-072619,CROP,No-till,No-till,"Planted in 2012 to tall fescue, per the farmer. He also indicates that the field is non-irrigated and that they take extra care to reduce disturbance to the soil whenever possible.",,OSU18,1,OregonState,,Oregon State - Woodburn,sil,SiL,1139,12,sil,Woodburn
WoNT3 - 2,WoNT3,-122.856644,44.950981,SHM - No-till,SHM,OR-047-SW-018B-WV0285-072619,CROP,No-till,No-till,"Planted in 2012 to tall fescue, per the farmer. He also indicates that the field is non-irrigated and that they take extra care to reduce disturbance to the soil whenever possible.",,OSU18,2,OregonState,,Oregon State - Woodburn,sil,,1139,12,,Woodburn
WoNT3 - 3,WoNT3,-122.856744,44.950981,SHM - No-till,SHM,OR-047-SW-018C-WV0290-072619,CROP,No-till,No-till,"Planted in 2012 to tall fescue, per the farmer. He also indicates that the field is non-irrigated and that they take extra care to reduce disturbance to the soil whenever possible.",,OSU18,3,OregonState,,Oregon State - Woodburn,sil,,1139,12,,Woodburn
NAT-1 - 1,NAT-1,-102.406408,32.060626,Ref - Native,Ref,TX-445-SW-NAT-R1-0_5-05302018,GRASS,Perennial,Rangland,NAT,Reference,Wellman,1,TexasA&MPt-1,Amarillo,Texas A&M- Amarillo,fine loamy,fine sandy loam,483,16,sandy loam,
NAT-2 - 2,NAT-2,-102.406791,33.059817,Ref - Native,Ref,TX-445-SW-NAT-R2-0_5-05302018,GRASS,Perennial,Rangland,NAT,Reference,Wellman,2,TexasA&MPt-1,Amarillo,Texas A&M- Amarillo,fine loamy,fine sandy loam,483,16,,
NAT-3 - 3,NAT-3,-102.406186,33.060119,Ref - Native,Ref,TX-445-SW-NAT-R3-0_5-05302018,GRASS,Perennial,Rangland,NAT,Reference,Wellman,3,TexasA&MPt-1,Amarillo,Texas A&M- Amarillo,fine loamy,fine sandy loam,483,16,,
CVT - 1 - 1,CVT - 1,-101.9472,32.774177,BAU,BAU,TX-115-SWSHA-P1-R1A-0_5-06012018,CROP,Till,Conv Till - 1,CT,AG-CROP,Lamesa,a,TexasA&MPt-1,Amarillo,Texas A&M- Amarillo,fine loamy,fine sandy loam,483,16,,
CVT - 1 - 2,CVT - 1,-101.9472,32.774177,BAU,BAU,TX-115-SWSHA-P1-R1B-0_5-06012018,CROP,Till,Conv Till - 1,CT,AG-CROP,Lamesa,b,TexasA&MPt-1,Amarillo,Texas A&M- Amarillo,fine loamy,fine sandy loam,483,16,,
CVT - 1 - 3,CVT - 1,-101.9472,32.774177,BAU,BAU,TX-115-SWSHA-P1-R1C-0_5-06012018,CROP,Till,Conv Till - 1,CT,AG-CROP,Lamesa,c,TexasA&MPt-1,Amarillo,Texas A&M- Amarillo,fine loamy,fine sandy loam,483,16,,
NTR - 1 - 1,NTR - 1,-101.947399,32.775007,SHM - no-till,SHM,TX-115-SWSHA-P2-R1A-0_5-06012018,CROP,Till,No Till - Rye - 1,RNT,AG-CROP,Lamesa,a,TexasA&MPt-1,Amarillo,Texas A&M- Amarillo,fine loamy,fine sandy loam,483,16,,
NTR - 1 - 1,NTR - 1,-101.947399,32.775007,SHM - no-till,SHM,TX-115-SWSHA-P2-R1B-0_5-06012018,CROP,Till,No Till - Rye - 1,RNT,AG-CROP,Lamesa,b,TexasA&MPt-1,Amarillo,Texas A&M- Amarillo,fine loamy,fine sandy loam,483,16,,
NTR - 1 - 3,NTR - 1,-101.947399,32.775007,SHM - no-till,SHM,TX-115-SWSHA-P2-R1C-0_5-06012018,CROP,Till,No Till - Rye - 1,RNT,AG-CROP,Lamesa,c,TexasA&MPt-1,Amarillo,Texas A&M- Amarillo,fine loamy,fine sandy loam,483,16,,
NTM - 1 - 1,NTM - 1,-101.946881,32.774275,SHM - no-till,SHM,TX-115-SWSHA-P3-R1A-0_5-06012018,CROP,Till,No Till - Mixed - 1,MNT,AG-CROP,Lamesa,a,TexasA&MPt-1,Amarillo,Texas A&M- Amarillo,fine loamy,fine sandy loam,483,16,,
NTM - 1 - 2,NTM - 1,-101.946881,32.774275,SHM - no-till,SHM,TX-115-SWSHA-P3-R1B-0_5-06012018,CROP,Till,No Till - Mixed - 1,MNT,AG-CROP,Lamesa,b,TexasA&MPt-1,Amarillo,Texas A&M- Amarillo,fine loamy,fine sandy loam,483,16,,
NTM - 1 - 3,NTM - 1,-101.946881,32.774275,SHM - no-till,SHM,,CROP,Till,No Till - Mixed - 1,MNT,AG-CROP,Lamesa,c,TexasA&MPt-1,Amarillo,Texas A&M- Amarillo,fine loamy,fine sandy loam,483,16,,
NTR - 2 - 1,NTR - 2,-101.947399,32.775007,SHM - no-till,SHM,TX-115-SWSHA-P4-R2A-0_5-06012018,CROP,Till,No Till - Rye - 2,RNT,AG-CROP,Lamesa,a,TexasA&MPt-1,Amarillo,Texas A&M- Amarillo,fine loamy,fine sandy loam,483,16,,
NTR - 2 - 2,NTR - 2,-101.947399,32.775007,SHM - no-till,SHM,TX-115-SWSHA-P4-R2B-0_5-06012018,CROP,Till,No Till - Rye - 2,RNT,AG-CROP,Lamesa,b,TexasA&MPt-1,Amarillo,Texas A&M- Amarillo,fine loamy,fine sandy loam,483,16,,
NTR - 2 - 3,NTR - 2,-101.947399,32.775007,SHM - no-till,SHM,TX-115-SWSHA-P4-R2C-0_5-06012018,CROP,Till,No Till - Rye - 2,RNT,AG-CROP,Lamesa,c,TexasA&MPt-1,Amarillo,Texas A&M- Amarillo,fine loamy,fine sandy loam,483,16,,
NTM - 2 - 1,NTM - 2,-101.947229,32.775004,SHM - no-till,SHM,TX-115-SWSHA-P5-R2A-0_5-06012018,CROP,Till,No Till - Mixed - 2,MNT,AG-CROP,Lamesa,a,TexasA&MPt-1,Amarillo,Texas A&M- Amarillo,fine loamy,fine sandy loam,483,16,,
NTM - 2 - 2,NTM - 2,-101.947229,32.775004,SHM - no-till,SHM,TX-115-SWSHA-P5-R2B-0_5-06012018,CROP,Till,No Till - Mixed - 2,MNT,AG-CROP,Lamesa,b,TexasA&MPt-1,Amarillo,Texas A&M- Amarillo,fine loamy,fine sandy loam,483,16,,
NTM - 2 - 3,NTM - 2,-101.947229,32.775004,SHM - no-till,SHM,TX-115-SWSHA-P5-R2C-0_5-06012018,CROP,Till,No Till - Mixed - 2,MNT,AG-CROP,Lamesa,c,TexasA&MPt-1,Amarillo,Texas A&M- Amarillo,fine loamy,fine sandy loam,483,16,,
