"DSP_sample_ID","DSP_Pedon_ID","hzdesg","layer_no","hrzdep_t","hrzdep_b"
"NTM - 2 - 2-1","NTM - 2 - 2","Ap",1,0,5
"NTM - 2 - 2-2","NTM - 2 - 2","Ap",2,5,10
"NTM - 2 - 2-3","NTM - 2 - 2","Ap",3,10,35
"NTM - 2 - 2-4","NTM - 2 - 2","Bt1",4,35,75
"NTM - 2 - 2-5","NTM - 2 - 2","Bt2",5,75,100
"NTM - 2 - 3-1","NTM - 2 - 3","Ap",1,0,5
"NTM - 2 - 3-2","NTM - 2 - 3","Ap",2,5,10
"NTM - 2 - 3-3","NTM - 2 - 3","Ap",3,10,35
"NTM - 2 - 3-4","NTM - 2 - 3","Bt1",4,35,75
"NTM - 2 - 3-5","NTM - 2 - 3","Bt2",5,75,100
"CVT - 2 - 1-1","CVT - 2 - 1","Ap",1,0,5
"CVT - 2 - 1-2","CVT - 2 - 1","Ap",2,5,10
"CVT - 2 - 1-3","CVT - 2 - 1","Ap",3,10,35
"CVT - 2 - 1-4","CVT - 2 - 1","Bt1",4,35,75
"CVT - 2 - 1-5","CVT - 2 - 1","Bt2",5,75,100
"CVT - 2 - 2-1","CVT - 2 - 2","Ap",1,0,5
"CVT - 2 - 2-2","CVT - 2 - 2","Ap",2,5,10
"CVT - 2 - 2-3","CVT - 2 - 2","Ap",3,10,35
"CVT - 2 - 2-4","CVT - 2 - 2","Bt1",4,35,75
"CVT - 2 - 2-5","CVT - 2 - 2","Bt2",5,75,100
"CVT - 2 - 3-1","CVT - 2 - 3","Ap",1,0,5
"CVT - 2 - 3-2","CVT - 2 - 3","Ap",2,5,10
"CVT - 2 - 3-3","CVT - 2 - 3","Ap",3,10,35
"CVT - 2 - 3-4","CVT - 2 - 3","Bt1",4,35,75
"CVT - 2 - 3-5","CVT - 2 - 3","Bt2",5,75,100
"NTM-3 - 1-1","NTM-3 - 1","Ap",1,0,5
"NTM-3 - 1-2","NTM-3 - 1","Ap",2,5,10
"NTM-3 - 1-3","NTM-3 - 1","Ap",3,10,35
"NTM-3 - 1-4","NTM-3 - 1","Bt1",4,35,75
"NTM-3 - 1-5","NTM-3 - 1","Bt2",5,75,100
"NTM-3 - 2-1","NTM-3 - 2","Ap",1,0,5
"NTM-3 - 2-2","NTM-3 - 2","Ap",2,5,10
"NTM-3 - 2-3","NTM-3 - 2","Ap",3,10,35
"NTM-3 - 2-4","NTM-3 - 2","Bt1",4,35,75
"NTM-3 - 2-5","NTM-3 - 2","Bt2",5,75,100
"NTM-3 - 3-1","NTM-3 - 3","Ap",1,0,5
"NTM-3 - 3-2","NTM-3 - 3","Ap",2,5,10
"NTM-3 - 3-3","NTM-3 - 3","Ap",3,10,35
"NTM-3 - 3-4","NTM-3 - 3","Bt1",4,35,75
"NTM-3 - 3-5","NTM-3 - 3","Bt2",5,75,100
"CVT - 3 - 1-1","CVT - 3 - 1","Ap",1,0,5
"CVT - 3 - 1-2","CVT - 3 - 1","Ap",2,5,10
"CVT - 3 - 1-3","CVT - 3 - 1","Ap",3,10,35
"CVT - 3 - 1-4","CVT - 3 - 1","Bt1",4,35,75
"CVT - 3 - 1-5","CVT - 3 - 1","Bt2",5,75,100
"CVT - 3 - 2-1","CVT - 3 - 2","Ap",1,0,5
"CVT - 3 - 2-2","CVT - 3 - 2","Ap",2,5,10
"CVT - 3 - 2-3","CVT - 3 - 2","Ap",3,10,35
"CVT - 3 - 2-4","CVT - 3 - 2","Bt1",4,35,75
"CVT - 3 - 2-5","CVT - 3 - 2","Bt2",5,75,100
"CVT - 3 - 3-1","CVT - 3 - 3","Ap",1,0,5
"CVT - 3 - 3-2","CVT - 3 - 3","Ap",2,5,10
"CVT - 3 - 3-3","CVT - 3 - 3","Ap",3,10,35
"CVT - 3 - 3-4","CVT - 3 - 3","Bt1",4,35,75
"CVT - 3 - 3-5","CVT - 3 - 3","Bt2",5,75,100
"NTR -  - 1-1","NTR -  - 1","Ap",1,0,5
"NTR -  - 1-2","NTR -  - 1","Ap",2,5,10
"NTR -  - 1-3","NTR -  - 1","Ap",3,10,35
"NTR -  - 1-4","NTR -  - 1","Bt1",4,35,75
"NTR -  - 1-5","NTR -  - 1","Bt2",5,75,100
"NTR -  - 2-1","NTR -  - 2","Ap",1,0,5
"NTR -  - 2-2","NTR -  - 2","Ap",2,5,10
"NTR -  - 2-3","NTR -  - 2","Ap",3,10,35
"NTR -  - 2-4","NTR -  - 2","Bt1",4,35,75
"NTR -  - 2-5","NTR -  - 2","Bt2",5,75,100
"NTR -  - 3-1","NTR -  - 3","Ap",1,0,5
"NTR -  - 3-2","NTR -  - 3","Ap",2,5,10
"NTR -  - 3-3","NTR -  - 3","Ap",3,10,35
"NTR -  - 3-4","NTR -  - 3","Bt1",4,35,75
"NTR -  - 3-5","NTR -  - 3","Bt2",5,75,100
"R-1-1-1","R-1-1","",1,0,5
"R-1-1-2","R-1-1","",2,5,10
"R-1-1-3","R-1-1","",3,10,22
"R-1-1-4","R-1-1","",4,22,58
"MT-1-1-1","MT-1-1","",1,0,5
"MT-1-1-2","MT-1-1","",2,5,10
"MT-1-1-3","MT-1-1","",3,10,22
"MT-1-1-4","MT-1-1","",4,22,58
"MT-1-2-1","MT-1-2","",1,0,5
"MT-1-2-2","MT-1-2","",2,5,10
"MT-1-2-3","MT-1-2","",3,10,22
"MT-1-2-4","MT-1-2","",4,22,58
"MT-1-3-1","MT-1-3","",1,0,5
"MT-1-3-2","MT-1-3","",2,5,10
"MT-1-3-3","MT-1-3","",3,10,22
"MT-1-3-4","MT-1-3","",4,22,58
"NT-2-1-1","NT-2-1","",1,0,5
"NT-2-1-2","NT-2-1","",2,5,10
"NT-2-1-3","NT-2-1","",3,10,22
"NT-2-1-4","NT-2-1","",4,22,58
"NT-2-2-1","NT-2-2","",1,0,5
"NT-2-2-2","NT-2-2","",2,5,10
"NT-2-2-3","NT-2-2","",3,10,22
"NT-2-2-4","NT-2-2","",4,22,58
"NT-2-3-1","NT-2-3","",1,0,5
"NT-2-3-2","NT-2-3","",2,5,10
"NT-2-3-3","NT-2-3","",3,10,22
"NT-2-3-4","NT-2-3","",4,22,58
"MT-2-1-1","MT-2-1","",1,0,5
"MT-2-1-2","MT-2-1","",2,5,10
"MT-2-1-3","MT-2-1","",3,10,22
"MT-2-1-4","MT-2-1","",4,22,58
"MT-2-2-1","MT-2-2","",1,0,5
"MT-2-2-2","MT-2-2","",2,5,10
"MT-2-2-3","MT-2-2","",3,10,22
"MT-2-2-4","MT-2-2","",4,22,58
"MT-2-3-1","MT-2-3","",1,0,5
"MT-2-3-2","MT-2-3","",2,5,10
"MT-2-3-3","MT-2-3","",3,10,22
"MT-2-3-4","MT-2-3","",4,22,58
"NT - 3-1-1","NT - 3-1","",1,0,5
"NT - 3-1-2","NT - 3-1","",2,5,10
"NT - 3-1-3","NT - 3-1","",3,10,22
"NT - 3-1-4","NT - 3-1","",4,22,58
"R-1-2-1","R-1-2","",1,0,5
"R-1-2-2","R-1-2","",2,5,10
"R-1-2-3","R-1-2","",3,10,22
"R-1-2-4","R-1-2","",4,22,58
"NT - 3-2-1","NT - 3-2","",1,0,5
"NT - 3-2-2","NT - 3-2","",2,5,10
"NT - 3-2-3","NT - 3-2","",3,10,22
"NT - 3-2-4","NT - 3-2","",4,22,58
"NT - 3-3-1","NT - 3-3","",1,0,5
"NT - 3-3-2","NT - 3-3","",2,5,10
"NT - 3-3-3","NT - 3-3","",3,10,22
"NT - 3-3-4","NT - 3-3","",4,22,58
"MT-3-1-1","MT-3-1","",1,0,5
"MT-3-1-2","MT-3-1","",2,5,10
"MT-3-1-3","MT-3-1","",3,10,22
"MT-3-1-4","MT-3-1","",4,22,58
"MT-3-2-1","MT-3-2","",1,0,5
"MT-3-2-2","MT-3-2","",2,5,10
"MT-3-2-3","MT-3-2","",3,10,22
"MT-3-2-4","MT-3-2","",4,22,58
"MT-3-3-1","MT-3-3","",1,0,5
"MT-3-3-2","MT-3-3","",2,5,10
"MT-3-3-3","MT-3-3","",3,10,22
"MT-3-3-4","MT-3-3","",4,22,58
"R-1-3-1","R-1-3","",1,0,5
"R-1-3-2","R-1-3","",2,5,10
"R-1-3-3","R-1-3","",3,10,22
"R-1-3-4","R-1-3","",4,22,58
"R-2-1-1","R-2-1","",1,0,5
"R-2-1-2","R-2-1","",2,5,10
"R-2-1-3","R-2-1","",3,10,22
"R-2-1-4","R-2-1","",4,22,58
"R-2-2-1","R-2-2","",1,0,5
"R-2-2-2","R-2-2","",2,5,10
"R-2-2-3","R-2-2","",3,10,22
"R-2-2-4","R-2-2","",4,22,58
"R-2-3-1","R-2-3","",1,0,5
"R-2-3-2","R-2-3","",2,5,10
"R-2-3-3","R-2-3","",3,10,22
"R-2-3-4","R-2-3","",4,22,58
"NT-1-1-1","NT-1-1","",1,0,5
"NT-1-1-2","NT-1-1","",2,5,10
"NT-1-1-3","NT-1-1","",3,10,22
"NT-1-1-4","NT-1-1","",4,22,58
"NT-1-2-1","NT-1-2","",1,0,5
"NT-1-2-2","NT-1-2","",2,5,10
"NT-1-2-3","NT-1-2","",3,10,22
"NT-1-2-4","NT-1-2","",4,22,58
"NT-1-3-1","NT-1-3","",1,0,5
"NT-1-3-2","NT-1-3","",2,5,10
"NT-1-3-3","NT-1-3","",3,10,22
"NT-1-3-4","NT-1-3","",4,22,58
"ASP2-1-1","ASP2-1","Ap1a",1,0,5
"ASP2-1-2","ASP2-1","Ap1b",2,5,10
"ASP2-1-3","ASP2-1","Ap2",3,10,29
"ASP2-1-4","ASP2-1","A",4,29,65
"ASP2-1-5","ASP2-1","AB",5,65,88
"ASP2-1-6","ASP2-1","Bw1",6,88,122
"ASP2-2-1","ASP2-2","Ap1a",1,0,5
"ASP2-2-2","ASP2-2","Ap1b",2,5,10
"ASP2-2-3","ASP2-2","Ap2",3,10,32
"ASP2-2-4","ASP2-2","A",4,32,77
"ASP2-2-5","ASP2-2","AB",5,77,98
"ASP2-2-6","ASP2-3","Bw1",6,98,122
"ASP2-3-1","ASP2-3","Ap1a",1,0,5
"ASP2-3-2","ASP2-3","Ap1b",2,5,10
"ASP2-3-3","ASP2-3","Ap2",3,10,39
"ASP2-3-4","ASP2-3","A",4,39,64
"ASP2-3-5","ASP2-3","AB",5,64,89
"ASP2-3-6","ASP2-3","Bw1",6,89,108
"ASP2-3-7","ASP2-3","Bw2",7,108,122
"BAU9-1-1","BAU9-1","Ap1a",1,0,5
"BAU9-1-2","BAU9-1","Ap1b",2,5,10
"BAU9-1-3","BAU9-1","Ap2",3,10,33
"BAU9-1-4","BAU9-1","A",4,33,68
"BAU9-1-5","BAU9-1","AB",5,68,89
"BAU9-1-6","BAU9-1","Bw1",6,89,106
"BAU9-1-7","BAU9-1","Bw2",7,106,122
"BAU9-2-1","BAU9-2","Ap1a",1,0,5
"BAU9-2-2","BAU9-2","Ap1b",2,5,10
"BAU9-2-3","BAU9-2","Ap2",3,10,31
"BAU9-2-4","BAU9-2","A",4,31,60
"BAU9-2-5","BAU9-2","AB",5,60,83
"BAU9-2-6","BAU9-2","Bw1",6,83,103
"BAU9-2-7","BAU9-2","Bw2",7,103,122
"BAU9-3-1","BAU9-3","Ap1a",1,0,5
"BAU9-3-2","BAU9-3","Ap1b",2,5,10
"BAU9-3-3","BAU9-3","Ap2",3,10,30
"BAU9-3-4","BAU9-3","A",4,30,59
"BAU9-3-5","BAU9-3","AB",5,59,86
"BAU9-3-6","BAU9-3","Bw1",6,86,102
"BAU9-3-7","BAU9-3","Bw2",7,102,122
"ASP10-1-1","ASP10-1","Ap1a",1,0,5
"ASP10-1-2","ASP10-1","Ap1b",2,5,10
"ASP10-1-3","ASP10-1","Ap2",3,10,33
"ASP10-1-4","ASP10-1","A",4,33,60
"ASP10-1-5","ASP10-1","AB",5,60,82
"ASP10-1-6","ASP10-1","Bw1",6,82,106
"ASP10-1-7","ASP10-1","Bw2",7,106,122
"ASP10-2-1","ASP10-2","Ap1a",1,0,5
"ASP10-2-2","ASP10-2","Ap1b",2,5,10
"ASP10-2-3","ASP10-2","Ap2",3,10,32
"ASP10-2-4","ASP10-2","A",4,32,55
"ASP10-2-5","ASP10-2","AB",5,55,84
"ASP10-2-6","ASP10-2","Bw1",6,84,108
"ASP10-2-7","ASP10-2","Bw2",7,108,122
"ASP10-3-1","ASP10-3","Ap1a",1,0,5
"ASP10-3-2","ASP10-3","Ap1b",2,5,10
"ASP10-3-3","ASP10-3","Ap2",3,10,27
"ASP10-3-4","ASP10-3","A",4,27,51
"ASP10-3-5","ASP10-3","AB",5,51,78
"ASP10-3-6","ASP10-3","Bw1",6,78,105
"ASP10-3-7","ASP10-3","Bw2",7,105,122
"ASP6-1-1","ASP6-1","Ap1a",1,0,5
"ASP6-1-2","ASP6-1","Ap1b",2,5,10
"ASP6-1-3","ASP6-1","Ap2",3,10,28
"ASP6-1-4","ASP6-1","A",4,28,48
"ASP6-1-5","ASP6-1","AB",5,48,72
"ASP6-1-6","ASP6-1","Bw1",6,72,92
"ASP6-1-7","ASP6-1","Bw2",7,92,122
"ASP6-2-1","ASP6-2","Ap1a",1,0,5
"ASP6-2-2","ASP6-2","Ap1b",2,5,10
"ASP6-2-3","ASP6-2","Ap2",3,10,33
"ASP6-2-4","ASP6-2","A",4,33,57
"ASP6-2-5","ASP6-2","AB",5,57,88
"ASP6-2-6","ASP6-2","Bw1",6,88,106
"ASP6-2-7","ASP6-2","Bw2",7,106,122
"ASP6-3-1","ASP6-3","Ap1a",1,0,5
"ASP6-3-2","ASP6-3","Ap1b",2,5,10
"ASP6-3-3","ASP6-3","Ap2",3,10,28
"ASP6-3-4","ASP6-3","A",4,28,61
"ASP6-3-5","ASP6-3","A",5,61,88
"ASP6-3-6","ASP6-3","AB",6,88,109
"ASP6-3-7","ASP6-3","Bw1",7,109,122
"BAU3-1-1","BAU3-1","Ap1a",1,0,5
"BAU3-1-2","BAU3-1","Ap1b",2,5,10
"BAU3-1-3","BAU3-1","Ap2",3,10,34
"BAU3-1-4","BAU3-1","A",4,34,70
"BAU3-1-5","BAU3-1","AB",5,70,100
"BAU3-1-6","BAU3-1","Bw1",6,100,122
"BAU3-2-1","BAU3-2","Ap1a",1,0,5
"BAU3-2-2","BAU3-2","Ap1b",2,5,10
"BAU3-2-3","BAU3-2","Ap2",3,10,38
"BAU3-2-4","BAU3-2","A",4,38,75
"BAU3-2-5","BAU3-2","AB",5,75,103
"BAU3-2-6","BAU3-2","Bw1",6,103,122
"BAU3-3-1","BAU3-3","Ap1a",1,0,5
"BAU3-3-2","BAU3-3","Ap1b",2,5,10
"BAU3-3-3","BAU3-3","Ap2",3,10,33
"BAU3-3-4","BAU3-3","A",4,33,72
"BAU3-3-5","BAU3-3","AB",5,72,94
"BAU3-3-6","BAU3-3","Bw1",6,94,122
"BAU8-1-1","BAU8-1","Ap1a",1,0,5
"BAU8-1-2","BAU8-1","Ap1b",2,5,10
"BAU8-1-3","BAU8-1","Ap2",3,10,29
"BAU8-1-4","BAU8-1","A",4,29,79
"BAU8-1-5","BAU8-1","AB",5,79,106
"BAU8-1-6","BAU8-1","Bw1",6,106,122
"BAU8-2-1","BAU8-2","Ap1a",1,0,5
"BAU8-2-2","BAU8-2","Ap1b",2,5,10
"BAU8-2-3","BAU8-2","Ap2",3,10,26
"BAU8-2-4","BAU8-2","A",4,26,56
"BAU8-2-5","BAU8-2","AB",5,56,77
"BAU8-2-6","BAU8-2","Bw1",6,77,96
"BAU8-2-7","BAU8-2","Bw2",7,96,122
"BAU8-3-1","BAU8-3","Ap1a",1,0,5
"BAU8-3-2","BAU8-3","Ap1b",2,5,10
"BAU8-3-3","BAU8-3","Ap2",3,10,24
"BAU8-3-4","BAU8-3","A",4,24,62
"BAU8-3-5","BAU8-3","AB",5,62,85
"BAU8-3-6","BAU8-3","Bw1",6,85,108
"BAU8-3-7","BAU8-3","Bw2",7,108,122
"PGL7-7a-1","PGL7-7a","Ap1a",1,0,5
"PGL7-7a-2","PGL7-7a","Ap1b",2,5,10
"PGL7-7a-3","PGL7-7a","Ap2",3,10,20
"PGL7-7a-4","PGL7-7a","A",4,20,41
"PGL7-7a-5","PGL7-7a","AB",5,41,64
"PGL7-7a-6","PGL7-7a","Bw1",6,64,99
"PGL7-7a-7","PGL7-7a","Bw2",7,99,122
"PGL7-7b-1","PGL7-7b","Ap1a",1,0,5
"PGL7-7b-2","PGL7-7b","Ap1b",2,5,10
"PGL7-7b-3","PGL7-7b","Ap2",3,10,22
"PGL7-7b-4","PGL7-7b","A",4,22,45
"PGL7-7b-5","PGL7-7b","AB",5,45,67
"PGL7-7b-6","PGL7-7b","Bw1",6,67,103
"PGL7-7b-7","PGL7-7b","Bw2",7,103,122
"PGL7-7c-1","PGL7-7c","Ap1a",1,0,5
"PGL7-7c-2","PGL7-7c","Ap1b",2,5,10
"PGL7-7c-3","PGL7-7c","Ap2",3,10,23
"PGL7-7c-4","PGL7-7c","A",4,23,42
"PGL7-7c-5","PGL7-7c","AB",5,42,65
"PGL7-7c-6","PGL7-7c","Bw1",6,65,98
"PGL7-7c-7","PGL7-7c","Bw2",7,98,122
"ASP9-1-1","ASP9-1","Ap1a",1,0,5
"ASP9-1-2","ASP9-1","Ap1b",2,5,10
"ASP9-1-3","ASP9-1","Ap2",3,10,30
"ASP9-1-4","ASP9-1","A",4,30,63
"ASP9-1-5","ASP9-1","AB",5,63,104
"ASP9-1-6","ASP9-1","Bw1",6,104,122
"ASP9-2-1","ASP9-2","Ap1a",1,0,5
"ASP9-2-2","ASP9-2","Ap1b",2,5,10
"ASP9-2-3","ASP9-2","Ap2",3,10,33
"ASP9-2-4","ASP9-2","A",4,33,57
"ASP9-2-5","ASP9-2","AB",5,57,87
"ASP9-2-6","ASP9-2","Bw1",6,87,109
"ASP9-2-7","ASP9-2","Bw2",7,109,122
"ASP9-3-1","ASP9-3","Ap1a",1,0,5
"ASP9-3-2","ASP9-3","Ap1b",2,5,10
"ASP9-3-3","ASP9-3","Ap2",3,10,29
"ASP9-3-4","ASP9-3","A",4,29,51
"ASP9-3-5","ASP9-3","AB",5,51,82
"ASP9-3-6","ASP9-3","Bw1",6,82,106
"ASP9-3-7","ASP9-3","Bw2",7,106,122
"PGL9-1-1","PGL9-1","Ap1a",1,0,5
"PGL9-1-2","PGL9-1","Ap1b",2,5,10
"PGL9-1-3","PGL9-1","Ap2",3,10,30
"PGL9-1-4","PGL9-1","A",4,30,63
"PGL9-1-5","PGL9-1","AB",5,63,104
"PGL9-1-6","PGL9-1","Bw1",6,104,122
"PGL9-2-1","PGL9-2","Ap1a",1,0,5
"PGL9-2-2","PGL9-2","Ap1b",2,5,10
"PGL9-2-3","PGL9-2","Ap2",3,10,33
"PGL9-2-4","PGL9-2","A",4,33,57
"PGL9-2-5","PGL9-2","AB",5,57,87
"PGL9-2-6","PGL9-2","Bw1",6,87,109
"PGL9-2-7","PGL9-2","Bw2",7,109,122
"PGL9-3-1","PGL9-3","Ap1a",1,0,5
"PGL9-3-2","PGL9-3","Ap1b",2,5,10
"PGL9-3-3","PGL9-3","Ap2",3,10,29
"PGL9-3-4","PGL9-3","A",4,29,51
"PGL9-3-5","PGL9-3","AB",5,51,82
"PGL9-3-6","PGL9-3","Bw1",6,82,106
"PGL9-3-7","PGL9-3","Bw2",7,106,122
"CON-1-1","CON-1","Ap1",1,0,5
"CON-1-2","CON-1","Ap2",2,5,10
"CON-1-3","CON-1","Ap3",3,10,26
"CON-1-4","CON-1","Bw",4,26,50
"CON-1-5","CON-1","2BG",5,50,110
"CON-2-1","CON-2","Ap1",1,0,5
"CON-2-2","CON-2","Ap2",2,5,10
"CON-2-3","CON-2","Ap3",3,10,32
"CON-2-4","CON-2","BA",4,32,54
"CON-2-5","CON-2","Bw1",5,54,77
"CON-2-6","CON-2","Bw2",6,77,137
"CON-3-1","CON-3","Ap1",1,0,5
"CON-3-2","CON-3","Ap2",2,5,10
"CON-3-3","CON-3","Ap3",3,10,25
"CON-3-4","CON-3","BA",4,25,35
"CON-3-5","CON-3","Bw1",5,35,60
"CON-3-6","CON-3","Bw2",6,60,80
"CON-3-7","CON-3","2C1",7,80,110
"CON-4-1","CON-4","Ap1",1,0,5
"CON-4-2","CON-4","Ap2",2,5,10
"CON-4-3","CON-4","Ap3",3,10,25
"CON-4-4","CON-4","AB",4,25,47
"CON-4-5","CON-4","Bw",5,47,110
"CON-5-1","CON-5","Ap1",1,0,5
"CON-5-2","CON-5","Ap2",2,5,10
"CON-5-3","CON-5","Ap3",3,10,22
"CON-5-4","CON-5","AB",4,22,53
"CON-5-5","CON-5","Bw1",5,53,80
"CON-5-6","CON-5","Bw2",6,80,110
"CON-6-1","CON-6","Ap1",1,0,5
"CON-6-2","CON-6","Ap2",2,5,10
"CON-6-3","CON-6","Ap3",3,10,25
"CON-6-4","CON-6","AB",4,25,42
"CON-6-5","CON-6","Bw",5,42,87
"CON-6-6","CON-6","2BC",6,87,110
"CON-7-1","CON-7","Ap1",1,0,5
"CON-7-2","CON-7","Ap2",2,5,10
"CON-7-3","CON-7","Ap3",3,10,20
"CON-7-4","CON-7","BA",4,20,34
"CON-7-5","CON-7","2Bw1",5,34,70
"CON-7-6","CON-7","2Bw2",6,70,83
"CON-7-7","CON-7","2Bw3",7,83,103
"CON-8-1","CON-8","Ap1",1,0,5
"CON-8-2","CON-8","Ap2",2,5,10
"CON-8-3","CON-8","Ap3",3,10,22
"CON-8-4","CON-8","BA",4,22,39
